,ask_price_0,ask_price_1,ask_price_2,ask_price_3,ask_price_4,ask_price_5,ask_price_6,ask_price_7,ask_price_8,ask_price_9,ask_size_0,ask_size_1,ask_size_2,ask_size_3,ask_size_4,ask_size_5,ask_size_6,ask_size_7,ask_size_8,ask_size_9,bid_price_0,bid_price_1,bid_price_2,bid_price_3,bid_price_4,bid_price_5,bid_price_6,bid_price_7,bid_price_8,bid_price_9,bid_size_0,bid_size_1,bid_size_2,bid_size_3,bid_size_4,bid_size_5,bid_size_6,bid_size_7,bid_size_8,bid_size_9
2022-02-27 06:49:00,38710.82,38711.74,38711.75,38711.8,38712.77,38714.64,38714.67,38714.93,38714.99,38715.0,0.35879,0.01292,0.1517,0.0318,0.09635,0.08,0.22645,0.138,0.00103,0.36731,38710.81,38710.06,38709.85,38709.75,38706.93,38706.34,38705.8,38705.66,38705.62,38705.55,1.704,0.0109,0.00322,0.02688,0.152,0.60388,0.001,0.02584,0.00408,0.00128
2022-02-27 06:50:00,38705.02,38705.16,38706.26,38706.27,38706.39,38706.8,38707.73,38708.78,38709.2,38710.15,0.74623,0.01983,0.08336,0.23104,0.09855,0.03119,0.21067,0.05191,0.25836,0.152,38705.01,38705.0,38703.69,38703.3,38702.55,38702.48,38702.47,38702.4,38701.99,38701.55,0.70456,0.62145,0.01466,0.38736,0.67898,0.72051,1.0,0.0025,0.02583,0.29568
2022-02-27 06:51:00,38717.04,38720.26,38722.0,38722.02,38722.05,38722.62,38722.63,38722.64,38722.86,38723.37,0.3179,0.01704,0.04,0.08,0.0025,0.00103,0.22421,0.16,0.1,0.12,38717.03,38716.82,38716.81,38716.59,38715.63,38715.12,38714.72,38714.41,38714.32,38714.29,1.24628,0.01292,0.38723,1.12914,0.11148,0.03735,0.38725,0.02583,0.34313,0.00142
2022-02-27 06:52:00,38709.42,38709.67,38709.79,38711.32,38711.5,38711.66,38711.67,38713.15,38715.33,38715.35,0.28514,0.02579,0.00441,0.00138,0.01678,0.00993,0.00286,0.00971,0.52763,0.10057,38709.41,38708.6,38708.4,38708.25,38708.13,38707.78,38707.47,38707.21,38706.88,38706.57,1.05615,0.38727,0.52265,0.29873,0.3873,0.61867,0.27384,0.31696,0.02584,0.25832
2022-02-27 06:53:00,38705.82,38707.88,38707.99,38708.01,38708.38,38708.76,38708.88,38708.89,38710.04,38710.51,0.61615,0.01976,0.30136,0.38,0.59703,0.28416,0.25516,0.06423,0.09129,0.03244,38705.81,38704.3,38704.25,38704.08,38703.51,38703.09,38702.55,38702.52,38702.26,38701.65,0.46403,0.14211,0.38727,1.25,0.38733,0.25834,0.27758,0.0108,0.6365,0.00128
2022-02-27 06:54:00,38724.15,38725.78,38727.25,38727.27,38727.29,38728.01,38728.03,38731.66,38731.67,38731.89,0.96565,0.15569,0.03823,0.2,0.02053,0.00093,0.152,0.09129,0.0025,0.00505,38724.14,38724.13,38723.63,38722.28,38722.2,38722.13,38721.51,38721.5,38721.48,38720.52,0.96046,0.61914,0.02163,0.05238,0.01269,0.02582,0.00103,0.26082,0.38708,0.01
2022-02-27 06:55:00,38776.11,38776.38,38778.63,38778.9,38779.65,38781.26,38782.26,38785.1,38785.2,38785.21,0.10141,0.61823,0.02102,0.05173,0.00258,0.13546,0.02873,0.09771,0.00103,0.15201,38776.1,38774.81,38774.05,38773.99,38773.5,38773.49,38773.48,38772.5,38772.43,38772.35,1.36234,0.16933,0.05156,0.16,0.00103,0.25788,0.40497,0.76986,0.08,0.18155
2022-02-27 06:56:00,38806.77,38807.48,38808.17,38809.06,38809.64,38809.74,38809.89,38811.25,38812.99,38813.21,0.9272,0.08329,0.0379,0.31067,0.30136,0.2,0.03988,0.05,0.46105,0.48434,38806.76,38806.31,38805.44,38805.06,38803.88,38803.81,38803.78,38803.05,38802.03,38801.86,1.17934,0.60417,0.40824,0.05233,0.01039,0.152,0.02577,0.00128,0.38619,0.01269
2022-02-27 06:57:00,38784.65,38786.76,38786.89,38787.76,38788.41,38788.8,38790.36,38790.74,38791.32,38791.89,0.56841,0.10934,0.14724,0.2,0.04184,0.05199,0.0522,0.04641,0.04184,0.17202,38784.64,38784.02,38782.66,38782.65,38781.59,38780.95,38780.86,38780.85,38780.48,38780.34,0.19494,0.83193,0.00103,0.38652,0.25783,0.01,0.00065,0.15355,0.10056,0.38658
2022-02-27 06:58:00,38761.9,38762.46,38762.47,38762.48,38763.49,38764.99,38765.17,38765.45,38767.16,38767.49,0.54773,0.21672,0.02079,0.87645,0.02874,0.25799,0.04975,0.00321,0.01403,0.03067,38761.89,38761.3,38760.81,38760.07,38759.8,38758.06,38757.96,38757.93,38757.91,38757.51,0.0211,0.31827,0.25658,0.00387,0.02552,0.02746,0.00163,0.0025,0.08774,0.00103
