,open,high,low,close,volume
2022-02-28 00:03:00,37600.0,37608.0,37520.0,37520.0,227231.638
2022-02-28 00:04:00,37520.0,37609.0,37517.0,37595.0,37145.0428
2022-02-28 00:05:00,37595.0,37740.0,37593.0,37739.0,159037.6517
2022-02-28 00:06:00,37739.0,37800.0,37728.0,37764.0,214567.2123
2022-02-28 00:07:00,37764.0,37805.0,37750.0,37750.0,65250.3375
2022-02-28 00:08:00,37750.0,37775.0,37734.0,37734.0,12824.4398
2022-02-28 00:09:00,37734.0,37734.0,37681.0,37717.0,104869.1643
2022-02-28 00:10:00,37717.0,37756.0,37679.0,37679.0,40141.9129
2022-02-28 00:11:00,37679.0,37696.0,37654.0,37692.0,61195.7513
2022-02-28 00:12:00,37692.0,37732.0,37689.0,37731.0,21166.754
2022-02-28 00:14:00,37710.0,37748.0,37697.0,37711.0,40340.8245
2022-02-28 00:15:00,37711.0,37782.0,37701.0,37765.0,92695.5177
2022-02-28 00:16:00,37765.0,37782.0,37742.0,37753.0,126321.4554
2022-02-28 00:17:00,37753.0,37763.0,37726.0,37730.0,39139.4874
2022-02-28 00:18:00,37730.0,37754.0,37723.0,37745.0,80967.7822
2022-02-28 00:19:00,37745.0,37772.0,37721.0,37736.0,26857.9677
2022-02-28 00:20:00,37736.0,37736.0,37671.0,37672.0,115434.6827
2022-02-28 00:21:00,37672.0,37672.0,37620.0,37625.0,97475.5142
2022-02-28 00:22:00,37625.0,37649.0,37593.0,37597.0,116999.7112
2022-02-28 00:23:00,37597.0,37620.0,37590.0,37609.0,41996.5905
2022-02-28 00:25:00,37612.0,37640.0,37612.0,37634.0,3089.7869
2022-02-28 00:26:00,37634.0,37634.0,37592.0,37604.0,107201.9414
2022-02-28 00:27:00,37604.0,37604.0,37563.0,37600.0,97069.1989
2022-02-28 00:28:00,37600.0,37600.0,37559.0,37577.0,37521.079
2022-02-28 00:29:00,37577.0,37588.0,37551.0,37582.0,67755.8885
2022-02-28 00:30:00,37582.0,37612.0,37549.0,37606.0,122069.8357
2022-02-28 00:31:00,37606.0,37632.0,37592.0,37603.0,119067.5147
2022-02-28 00:32:00,37603.0,37613.0,37578.0,37584.0,41513.7107
2022-02-28 00:33:00,37584.0,37586.0,37513.0,37513.0,280939.8154
2022-02-28 00:34:00,37513.0,37524.0,37440.0,37458.0,151809.9003
2022-02-28 00:36:00,37457.0,37522.0,37457.0,37517.0,83687.8149
2022-02-28 00:37:00,37517.0,37588.0,37517.0,37574.0,391978.6351
2022-02-28 00:38:00,37574.0,37577.0,37533.0,37541.0,98820.8144
2022-02-28 00:39:00,37542.0,37564.0,37542.0,37560.0,27229.6124
2022-02-28 00:40:00,37560.0,37563.0,37528.0,37533.0,47383.5544
2022-02-28 00:41:00,37533.0,37546.0,37528.0,37537.0,22426.0579
2022-02-28 00:42:00,37537.0,37562.0,37517.0,37555.0,22844.4892
2022-02-28 00:43:00,37555.0,37598.0,37543.0,37598.0,66382.3902
2022-02-28 00:44:00,37598.0,37658.0,37594.0,37644.0,146951.6357
2022-02-28 00:45:00,37644.0,37666.0,37642.0,37643.0,38836.2876
2022-02-28 00:47:00,37636.0,37641.0,37577.0,37590.0,35794.993
2022-02-28 00:48:00,37590.0,37615.0,37576.0,37602.0,15382.5984
2022-02-28 00:49:00,37602.0,37602.0,37565.0,37583.0,11566.5518
2022-02-28 00:50:00,37583.0,37592.0,37571.0,37580.0,18369.3791
2022-02-28 00:51:00,37580.0,37611.0,37580.0,37586.0,16924.4967
2022-02-28 00:52:00,37586.0,37598.0,37566.0,37583.0,55101.5265
2022-02-28 00:53:00,37583.0,37583.0,37549.0,37558.0,10993.8441
2022-02-28 00:54:00,37558.0,37574.0,37535.0,37557.0,34737.2113
2022-02-28 00:55:00,37557.0,37563.0,37498.0,37498.0,75561.4024
2022-02-28 00:56:00,37498.0,37507.0,37489.0,37498.0,50138.425
2022-02-28 00:58:00,37479.0,37572.0,37457.0,37569.0,442427.941
2022-02-28 00:59:00,37568.0,37591.0,37540.0,37591.0,31499.7225
2022-02-28 01:00:00,37591.0,37659.0,37574.0,37659.0,185168.5719
2022-02-28 01:01:00,37657.0,37675.0,37639.0,37645.0,93077.0126
2022-02-28 01:02:00,37645.0,37646.0,37626.0,37633.0,2788.5813
2022-02-28 01:03:00,37633.0,37650.0,37627.0,37644.0,49734.7771
2022-02-28 01:04:00,37644.0,37704.0,37643.0,37690.0,410893.7725
2022-02-28 01:05:00,37690.0,37691.0,37653.0,37655.0,18498.7273
2022-02-28 01:06:00,37655.0,37680.0,37648.0,37666.0,50921.524
2022-02-28 01:07:00,37666.0,37693.0,37652.0,37693.0,47412.7307
2022-02-28 01:09:00,37712.0,37725.0,37692.0,37716.0,125048.9318
2022-02-28 01:10:00,37716.0,37723.0,37711.0,37713.0,54504.7727
2022-02-28 01:11:00,37713.0,37793.0,37711.0,37783.0,344535.732
2022-02-28 01:12:00,37783.0,37816.0,37782.0,37815.0,117501.5711
2022-02-28 01:13:00,37815.0,37920.0,37811.0,37906.0,887353.3525
2022-02-28 01:14:00,37905.0,37964.0,37881.0,37953.0,100285.5362
2022-02-28 01:15:00,37953.0,37959.0,37922.0,37947.0,61707.264
2022-02-28 01:16:00,37947.0,37947.0,37915.0,37926.0,139765.618
2022-02-28 01:17:00,37926.0,37968.0,37912.0,37967.0,90896.2727
2022-02-28 01:18:00,37967.0,38008.0,37959.0,37969.0,419208.341
2022-02-28 01:20:00,38051.0,38097.0,38040.0,38097.0,551303.7411
2022-02-28 01:21:00,38097.0,38248.0,38097.0,38231.0,1116300.4244
2022-02-28 01:22:00,38231.0,38231.0,38166.0,38177.0,92661.4364
2022-02-28 01:23:00,38177.0,38216.0,38176.0,38176.0,34136.2502
2022-02-28 01:24:00,38176.0,38176.0,38140.0,38147.0,85857.4751
2022-02-28 01:25:00,38147.0,38159.0,38078.0,38088.0,663736.2876
2022-02-28 01:26:00,38088.0,38097.0,38054.0,38078.0,78848.8328
2022-02-28 01:27:00,38078.0,38128.0,38067.0,38103.0,84052.1708
2022-02-28 01:28:00,38103.0,38157.0,38103.0,38150.0,121538.2293
