,ask_price_0,ask_price_1,ask_price_2,ask_price_3,ask_price_4,ask_price_5,ask_price_6,ask_price_7,ask_price_8,ask_price_9,ask_size_0,ask_size_1,ask_size_2,ask_size_3,ask_size_4,ask_size_5,ask_size_6,ask_size_7,ask_size_8,ask_size_9,bid_price_0,bid_price_1,bid_price_2,bid_price_3,bid_price_4,bid_price_5,bid_price_6,bid_price_7,bid_price_8,bid_price_9,bid_size_0,bid_size_1,bid_size_2,bid_size_3,bid_size_4,bid_size_5,bid_size_6,bid_size_7,bid_size_8,bid_size_9
2022-03-01 00:08:00,43399.0,43400.0,43403.0,43404.0,43405.0,43409.0,43412.0,43414.0,43417.0,43418.0,0.7055,0.0001,0.0188,0.0063,0.1152,0.0021,1.5065,0.0108,0.9779,2.1012,43398.0,43392.0,43389.0,43388.0,43386.0,43377.0,43375.0,43372.0,43369.0,43367.0,0.235,0.1666,0.9209,0.2304,0.0106,0.2304,0.46,0.2304,1.0808,1.481
2022-03-01 00:09:00,43449.0,43450.0,43451.0,43456.0,43460.0,43461.0,43463.0,43464.0,43465.0,43466.0,0.1666,0.235,0.1151,0.2302,0.1606,0.0872,0.0175,2.0396,1.4649,0.2303,43441.0,43440.0,43439.0,43435.0,43434.0,43432.0,43428.0,43422.0,43421.0,43418.0,0.235,0.0156,0.2,0.3906,0.2,0.2301,0.0063,0.0001,0.6516,1.2976
2022-03-01 00:10:00,43484.0,43485.0,43486.0,43487.0,43488.0,43489.0,43490.0,43493.0,43494.0,43495.0,0.3752,0.1606,0.0178,0.235,0.0174,0.1606,0.1606,0.1606,1.2648,0.32,43479.0,43474.0,43469.0,43466.0,43465.0,43463.0,43460.0,43459.0,43458.0,43457.0,0.435,0.2816,0.2299,0.0001,1.0291,0.0532,1.8776,0.4581,0.002,0.23
2022-03-01 00:11:00,43571.0,43574.0,43575.0,43578.0,43582.0,43585.0,43586.0,43588.0,43590.0,43592.0,0.6,0.1666,0.5496,0.0846,0.2099,0.2295,0.1606,0.2295,1.695,0.8359,43559.0,43556.0,43554.0,43553.0,43550.0,43547.0,43546.0,43544.0,43542.0,43535.0,0.235,0.1148,0.0001,0.0011,0.4573,0.0063,0.9112,0.2295,0.1606,0.4296
2022-03-01 00:12:00,43462.0,43471.0,43481.0,43482.0,43484.0,43485.0,43486.0,43487.0,43488.0,43489.0,0.235,0.115,0.9251,1.0591,0.1069,0.1606,1.7112,0.0846,0.1607,0.23,43455.0,43453.0,43452.0,43451.0,43450.0,43449.0,43444.0,43442.0,43441.0,43440.0,3.6806,0.0168,0.88,0.3413,0.4585,0.23,0.4601,0.9353,1.1459,0.0022
2022-03-01 00:13:00,43393.0,43395.0,43396.0,43397.0,43399.0,43404.0,43406.0,43407.0,43408.0,43409.0,0.235,0.1834,0.235,0.0153,0.1152,0.1606,2.6303,0.9784,1.3956,0.2304,43383.0,43381.0,43380.0,43378.0,43377.0,43376.0,43374.0,43373.0,43371.0,43369.0,0.2303,0.4604,0.0063,0.0001,1.1041,1.9454,0.46,0.001,0.2304,0.002
2022-03-01 00:14:00,43352.0,43353.0,43354.0,43355.0,43356.0,43359.0,43360.0,43361.0,43366.0,43367.0,0.3167,0.2014,0.235,0.1154,0.2,0.1606,0.1606,1.7269,0.1,2.8582,43351.0,43346.0,43344.0,43340.0,43339.0,43337.0,43335.0,43334.0,43333.0,43332.0,0.0034,0.5318,0.03,0.1157,2.9917,0.4601,0.2307,0.0001,0.3617,0.0063
2022-03-01 00:15:00,43313.0,43321.0,43325.0,43326.0,43327.0,43331.0,43332.0,43334.0,43338.0,43342.0,0.4333,0.1834,0.2419,1.154,0.6909,0.952,0.9218,0.0001,0.0846,0.1808,43310.0,43309.0,43304.0,43301.0,43300.0,43299.0,43298.0,43297.0,43296.0,43295.0,0.0409,0.1196,0.1606,0.0003,0.0104,0.005,0.011,0.0002,0.46,0.2311
2022-03-01 00:16:00,43275.0,43278.0,43288.0,43289.0,43291.0,43292.0,43297.0,43298.0,43299.0,43300.0,0.2511,0.4661,0.2311,0.0351,1.3785,0.4101,0.0872,0.1288,0.4602,0.9552,43272.0,43269.0,43268.0,43265.0,43263.0,43262.0,43261.0,43260.0,43259.0,43258.0,0.0237,0.4184,0.1607,0.0013,3.0464,0.0006,0.2363,5.9536,0.0532,0.1176
2022-03-01 00:17:00,43260.0,43266.0,43273.0,43280.0,43281.0,43282.0,43283.0,43285.0,43286.0,43287.0,0.235,0.1156,0.2311,1.4721,0.1834,1.8893,0.5205,0.0063,0.8447,0.5138,43259.0,43258.0,43256.0,43254.0,43251.0,43250.0,43249.0,43248.0,43247.0,43246.0,0.3956,0.1834,0.0844,0.011,0.0006,0.9488,0.9696,0.3759,0.4604,1.122
2022-03-01 00:19:00,43270.0,43271.0,43275.0,43276.0,43280.0,43281.0,43282.0,43285.0,43287.0,43290.0,0.1834,0.946,0.9285,0.2311,0.0846,1.1561,0.4611,0.0063,0.2311,0.0001,43260.0,43259.0,43258.0,43257.0,43253.0,43251.0,43250.0,43248.0,43246.0,43245.0,2.6104,0.235,0.1834,0.2762,0.1983,0.0011,0.2024,2.9919,0.0001,0.2311
2022-03-01 00:20:00,43298.0,43307.0,43308.0,43313.0,43317.0,43318.0,43319.0,43321.0,43322.0,43327.0,0.235,0.0001,0.2514,1.5064,1.9123,0.1155,0.2749,0.2309,0.46,1.1153,43296.0,43291.0,43290.0,43285.0,43284.0,43280.0,43278.0,43277.0,43276.0,43275.0,0.235,0.9135,0.1607,0.0063,0.1155,2.1314,1.5317,0.2309,0.2198,0.2309
