,ask_price_0,ask_price_1,ask_price_2,ask_price_3,ask_price_4,ask_price_5,ask_price_6,ask_price_7,ask_price_8,ask_price_9,ask_size_0,ask_size_1,ask_size_2,ask_size_3,ask_size_4,ask_size_5,ask_size_6,ask_size_7,ask_size_8,ask_size_9,bid_price_0,bid_price_1,bid_price_2,bid_price_3,bid_price_4,bid_price_5,bid_price_6,bid_price_7,bid_price_8,bid_price_9,bid_size_0,bid_size_1,bid_size_2,bid_size_3,bid_size_4,bid_size_5,bid_size_6,bid_size_7,bid_size_8,bid_size_9
2022-03-03 00:02:00,43925.0,43926.0,43928.0,43931.0,43936.0,43937.0,43938.0,43939.0,43941.0,43944.0,0.2045,0.0399,0.9308,0.2277,0.0094,1.0743,1.1425,0.3715,0.2276,0.08,43924.0,43917.0,43916.0,43915.0,43913.0,43911.0,43906.0,43904.0,43902.0,43901.0,0.2852,0.3034,0.1003,0.5701,0.0094,0.1139,0.9622,0.9461,0.8909,0.2395
2022-03-03 00:03:00,43848.0,43850.0,43851.0,43855.0,43859.0,43861.0,43862.0,43863.0,43868.0,43871.0,0.205,0.1141,0.205,2.5174,1.2938,0.0057,0.0001,0.228,0.0346,1.3681,43845.0,43844.0,43842.0,43840.0,43839.0,43837.0,43835.0,43834.0,43833.0,43832.0,0.2348,0.2219,0.3408,0.974,0.2,0.2282,0.1147,0.9258,0.8442,0.0063
2022-03-03 00:04:00,43812.0,43815.0,43818.0,43823.0,43825.0,43826.0,43827.0,43828.0,43832.0,43835.0,0.4398,0.3191,0.0001,0.1367,0.9433,1.0936,1.0322,0.2283,1.8163,0.3045,43804.0,43803.0,43799.0,43798.0,43797.0,43796.0,43794.0,43793.0,43791.0,43790.0,0.2348,0.205,0.1141,0.0152,0.963,0.1367,0.2961,0.6,0.2,1.5951
2022-03-03 00:05:00,43793.0,43796.0,43797.0,43798.0,43799.0,43800.0,43810.0,43811.0,43815.0,43816.0,0.205,0.205,2.6504,0.1557,0.1142,0.1721,0.2041,0.2283,0.1367,0.3004,43788.0,43787.0,43786.0,43785.0,43784.0,43781.0,43780.0,43777.0,43776.0,43775.0,0.2348,0.205,0.32,0.0063,0.2282,1.2402,1.8794,0.9953,0.8434,0.3414
2022-03-03 00:06:00,43809.0,43810.0,43811.0,43813.0,43815.0,43816.0,43817.0,43820.0,43822.0,43824.0,0.205,0.2348,0.365,0.1367,0.0098,0.1001,0.0187,0.3314,0.2283,1.1044,43804.0,43803.0,43801.0,43796.0,43794.0,43793.0,43792.0,43790.0,43789.0,43787.0,0.2348,0.205,0.2,0.0001,1.4313,0.455,0.6,0.4284,1.8318,0.3271
2022-03-03 00:07:00,43783.0,43784.0,43785.0,43786.0,43789.0,43790.0,43791.0,43793.0,43798.0,43799.0,0.605,0.2104,0.205,0.1142,0.1001,0.0098,0.2284,0.0214,1.1422,0.2057,43775.0,43774.0,43773.0,43772.0,43770.0,43768.0,43767.0,43766.0,43765.0,43763.0,0.61,0.0001,1.5443,0.3064,0.0023,0.1142,0.9099,1.7957,0.1245,0.0007
2022-03-03 00:08:00,43768.0,43770.0,43774.0,43775.0,43779.0,43780.0,43782.0,43783.0,43785.0,43787.0,0.205,0.002,0.0001,0.1001,0.0104,0.1,1.1221,0.9638,0.0063,0.2285,43767.0,43766.0,43760.0,43759.0,43757.0,43750.0,43749.0,43748.0,43745.0,43737.0,0.8748,0.039,0.205,0.4,0.1143,2.0488,1.0569,0.4398,0.2285,0.5193
2022-03-03 00:09:00,43780.0,43783.0,43784.0,43785.0,43790.0,43791.0,43792.0,43793.0,43794.0,43795.0,0.5396,1.1136,0.0098,0.0063,1.3963,0.9095,0.2285,0.0881,0.17,1.6446,43779.0,43775.0,43762.0,43759.0,43757.0,43756.0,43752.0,43751.0,43750.0,43748.0,0.3,0.4398,0.1142,1.4229,0.0098,0.2284,0.0001,1.0142,1.443,0.9275
2022-03-03 00:10:00,43725.0,43731.0,43732.0,43733.0,43737.0,43739.0,43740.0,43742.0,43744.0,43745.0,0.405,0.0998,0.2287,0.039,0.2,0.2057,0.0078,0.2287,0.0906,0.0999,43724.0,43721.0,43720.0,43715.0,43713.0,43710.0,43708.0,43707.0,43705.0,43704.0,0.2903,0.2348,0.322,0.1144,0.0063,1.9663,2.4193,0.3048,0.0013,0.5706
2022-03-03 00:11:00,43712.0,43713.0,43714.0,43719.0,43720.0,43722.0,43723.0,43724.0,43725.0,43726.0,0.756,0.2288,0.1367,1.83,0.0096,0.2757,0.263,0.1073,0.0079,1.0991,43711.0,43708.0,43705.0,43703.0,43702.0,43701.0,43700.0,43699.0,43698.0,43696.0,0.0091,0.2051,0.0011,0.2354,0.0025,0.0017,0.0062,0.3201,0.1144,0.0096
2022-03-03 00:13:00,43740.0,43745.0,43746.0,43747.0,43748.0,43749.0,43750.0,43751.0,43752.0,43753.0,0.205,0.1143,0.0372,0.9242,0.1367,0.9803,0.3526,0.0881,1.1409,1.3647,43737.0,43727.0,43724.0,43723.0,43721.0,43719.0,43718.0,43717.0,43716.0,43714.0,0.1251,0.43,0.2314,0.205,0.0906,0.455,0.8024,0.2057,1.6401,0.9867
2022-03-03 00:14:00,43711.0,43712.0,43713.0,43714.0,43716.0,43718.0,43723.0,43724.0,43728.0,43729.0,0.7765,0.1367,0.6748,0.205,2.2876,0.1144,1.9689,0.2288,0.5064,0.1666,43706.0,43705.0,43702.0,43700.0,43697.0,43696.0,43695.0,43694.0,43693.0,43692.0,0.2348,0.205,0.9669,0.0002,0.7942,0.2288,0.9808,0.3425,1.6936,0.2057
2022-03-03 00:15:00,43770.0,43772.0,43774.0,43776.0,43777.0,43779.0,43782.0,43783.0,43785.0,43790.0,0.0023,0.002,0.0001,0.1,0.0349,0.1142,0.9841,1.1593,0.0063,0.5299,43769.0,43765.0,43762.0,43761.0,43757.0,43750.0,43748.0,43742.0,43741.0,43739.0,1.5,0.525,0.1142,0.3113,0.4348,1.4585,0.3411,0.0151,1.5115,0.4342
2022-03-03 00:16:00,43837.0,43839.0,43840.0,43842.0,43843.0,43848.0,43849.0,43850.0,43853.0,43856.0,0.4052,0.645,0.0001,0.2348,0.0003,1.24,2.1666,0.0002,0.2733,0.0063,43828.0,43827.0,43820.0,43819.0,43817.0,43816.0,43815.0,43809.0,43803.0,43801.0,0.2057,0.0906,0.1977,0.455,0.3041,0.9916,0.3416,0.9115,0.0142,1.0771
2022-03-03 00:17:00,43843.0,43844.0,43849.0,43850.0,43851.0,43855.0,43856.0,43858.0,43860.0,43862.0,0.2351,0.32,1.9524,0.0002,0.0096,0.9697,0.2344,0.2281,1.4465,0.0001,43842.0,43841.0,43839.0,43834.0,43833.0,43829.0,43828.0,43827.0,43826.0,43824.0,0.5299,0.205,0.1141,0.4005,0.1996,0.9403,0.2377,1.5198,0.1367,0.2053
2022-03-03 00:18:00,43835.0,43841.0,43845.0,43846.0,43847.0,43848.0,43850.0,43851.0,43852.0,43855.0,0.4398,0.1141,0.7854,1.1894,1.2127,0.32,0.0002,0.302,1.5248,0.07,43831.0,43830.0,43828.0,43826.0,43825.0,43823.0,43822.0,43818.0,43817.0,43813.0,0.8398,0.0852,0.205,0.2057,0.9301,1.0407,0.4182,2.3709,0.2281,0.0906
2022-03-03 00:19:00,43829.0,43832.0,43833.0,43834.0,43835.0,43840.0,43841.0,43842.0,43846.0,43847.0,0.205,0.0218,0.0337,0.0096,0.2282,0.0001,0.0188,0.2036,0.2629,0.0338,43828.0,43823.0,43822.0,43821.0,43820.0,43817.0,43811.0,43810.0,43809.0,43807.0,0.405,0.7606,1.8965,0.9432,1.6042,0.1141,0.9442,0.0096,0.212,1.7037
2022-03-03 00:20:00,43826.0,43828.0,43829.0,43833.0,43835.0,43836.0,43837.0,43838.0,43843.0,43848.0,0.245,0.2348,0.205,0.1141,1.1293,0.9687,0.9441,0.2282,1.4563,0.2281,43824.0,43823.0,43822.0,43821.0,43820.0,43818.0,43816.0,43815.0,43814.0,43813.0,0.205,0.2348,0.0347,2.136,0.9721,0.3043,1.0611,0.342,0.1237,0.03
2022-03-03 00:21:00,43871.0,43874.0,43875.0,43877.0,43878.0,43880.0,43882.0,43883.0,43884.0,43885.0,0.525,0.01,0.0324,0.0004,0.9732,0.2343,0.0096,0.0002,0.0001,2.0435,43868.0,43867.0,43864.0,43862.0,43860.0,43859.0,43856.0,43855.0,43852.0,43851.0,0.405,0.2315,0.9193,0.2057,0.114,0.0096,0.0906,0.5092,0.0149,2.0164
2022-03-03 00:22:00,43852.0,43857.0,43859.0,43864.0,43865.0,43866.0,43867.0,43868.0,43869.0,43870.0,0.405,0.4609,0.228,0.0163,2.0818,0.2337,1.4262,0.0096,0.9674,0.228,43851.0,43850.0,43846.0,43845.0,43844.0,43843.0,43842.0,43841.0,43840.0,43834.0,0.2348,0.1332,0.304,0.2153,0.114,1.1097,0.032,0.9917,0.0351,0.228
2022-03-03 00:24:00,43841.0,43843.0,43844.0,43850.0,43851.0,43852.0,43853.0,43856.0,43861.0,43862.0,0.205,0.1141,0.5348,0.3043,0.3322,0.9569,0.0097,1.2088,1.6252,0.0348,43840.0,43837.0,43836.0,43834.0,43833.0,43832.0,43829.0,43824.0,43821.0,43820.0,3.1744,0.0852,0.3424,0.1367,0.0331,2.9209,0.3136,0.0881,0.228,0.002
2022-03-03 00:25:00,43801.0,43803.0,43804.0,43807.0,43808.0,43809.0,43810.0,43818.0,43819.0,43820.0,2.9171,0.2348,0.205,0.0338,2.045,1.1219,0.3365,0.0712,0.2282,1.3845,43800.0,43796.0,43791.0,43789.0,43788.0,43787.0,43786.0,43785.0,43784.0,43783.0,0.1297,0.0001,0.0096,0.9233,0.3041,0.9428,0.3414,0.0063,0.2282,0.455
2022-03-03 00:26:00,43874.0,43876.0,43877.0,43878.0,43880.0,43881.0,43882.0,43883.0,43884.0,43885.0,0.0852,0.2348,0.205,0.0282,0.114,0.0183,0.32,0.0002,0.0001,0.59,43873.0,43872.0,43870.0,43869.0,43868.0,43866.0,43865.0,43863.0,43862.0,43861.0,0.4398,0.205,0.9847,0.1,3.0096,1.1057,0.1367,0.114,0.0906,0.9159
