,open,high,low,close,volume
2022-03-02 00:01:00,44367.5,44368.0,44325.5,44325.5,73.589
2022-03-02 00:02:00,44325.5,44390.0,44267.5,44390.0,157.72
2022-03-02 00:03:00,44390.0,44462.0,44389.5,44439.0,97.978
2022-03-02 00:04:00,44439.0,44715.0,44438.0,44611.5,566.485
2022-03-02 00:05:00,44611.5,44747.0,44611.5,44657.0,199.057
2022-03-02 00:06:00,44657.0,44657.0,44538.0,44562.0,113.807
2022-03-02 00:07:00,44562.0,44562.5,44503.5,44503.5,70.574
2022-03-02 00:08:00,44503.5,44504.0,44423.5,44425.0,65.164
2022-03-02 00:09:00,44425.0,44430.0,44386.0,44430.0,93.217
2022-03-02 00:10:00,44430.0,44500.0,44430.0,44469.0,63.802
2022-03-02 00:12:00,44487.0,44487.5,44427.0,44429.5,29.961
2022-03-02 00:13:00,44429.5,44482.0,44429.5,44482.0,21.523
2022-03-02 00:14:00,44482.0,44540.0,44482.0,44539.5,73.067
2022-03-02 00:15:00,44539.5,44540.0,44506.5,44519.5,44.751
2022-03-02 00:16:00,44519.5,44520.0,44500.0,44512.5,14.762
2022-03-02 00:17:00,44512.5,44512.5,44486.5,44486.5,27.019
2022-03-02 00:18:00,44486.5,44516.0,44478.5,44516.0,28.204
2022-03-02 00:19:00,44516.0,44520.0,44501.5,44502.0,28.092
2022-03-02 00:20:00,44502.0,44502.0,44459.0,44459.0,26.323
2022-03-02 00:21:00,44459.0,44488.5,44441.5,44488.5,26.815
2022-03-02 00:23:00,44484.0,44484.0,44381.5,44382.0,56.373
2022-03-02 00:24:00,44382.0,44382.0,44218.5,44222.0,203.267
2022-03-02 00:25:00,44222.0,44222.5,44119.0,44122.0,271.884
2022-03-02 00:26:00,44122.0,44248.0,44122.0,44248.0,142.213
2022-03-02 00:27:00,44248.0,44248.0,44158.5,44180.0,97.689
2022-03-02 00:28:00,44180.0,44189.5,44122.0,44122.5,51.124
2022-03-02 00:29:00,44122.5,44200.0,44122.0,44200.0,64.421
2022-03-02 00:30:00,44200.0,44210.0,44132.5,44138.0,55.795
2022-03-02 00:31:00,44138.0,44147.0,44050.0,44065.0,118.593
2022-03-02 00:32:00,44065.0,44120.0,44038.0,44113.0,77.688
2022-03-02 00:34:00,44063.0,44063.5,44002.0,44002.5,159.163
2022-03-02 00:35:00,44002.5,44019.5,43950.0,43958.5,125.229
2022-03-02 00:36:00,43958.5,43958.5,43911.0,43911.5,96.873
2022-03-02 00:37:00,43911.5,43999.0,43911.5,43968.0,86.344
2022-03-02 00:38:00,43968.0,44058.5,43968.0,44043.5,104.399
2022-03-02 00:39:00,44043.5,44113.0,44043.0,44113.0,52.739
2022-03-02 00:40:00,44113.0,44113.0,44054.0,44092.5,66.238
2022-03-02 00:41:00,44092.5,44097.0,44085.5,44086.0,20.49
2022-03-02 00:42:00,44086.0,44100.0,44085.5,44100.0,86.715
2022-03-02 00:43:00,44100.0,44133.5,44099.5,44133.5,32.127
2022-03-02 00:45:00,44124.0,44156.0,44124.0,44156.0,35.516
2022-03-02 00:46:00,44156.0,44185.5,44155.5,44178.5,55.995
2022-03-02 00:47:00,44178.5,44184.0,44162.5,44173.5,24.845
2022-03-02 00:48:00,44173.5,44174.0,44173.0,44174.0,28.411
2022-03-02 00:49:00,44174.0,44191.5,44173.5,44190.0,11.615
2022-03-02 00:50:00,44190.0,44190.5,44133.5,44133.5,26.323
2022-03-02 00:51:00,44133.5,44134.0,44086.5,44086.5,45.251
2022-03-02 00:52:00,44086.5,44096.0,44086.5,44096.0,25.038
2022-03-02 00:53:00,44096.0,44160.0,44095.5,44159.5,21.544
2022-03-02 00:54:00,44159.5,44159.5,44158.5,44159.0,14.043
2022-03-02 00:56:00,44137.5,44165.0,44137.0,44165.0,10.801
2022-03-02 00:57:00,44165.0,44202.5,44164.5,44202.5,57.9
2022-03-02 00:58:00,44202.5,44260.0,44202.5,44236.0,58.606
2022-03-02 00:59:00,44236.0,44236.0,44235.5,44236.0,24.524
2022-03-02 01:00:00,44236.0,44236.5,44217.0,44235.5,20.806
2022-03-02 01:01:00,44235.5,44235.5,44211.0,44211.5,14.344
2022-03-02 01:02:00,44211.5,44220.0,44195.0,44219.5,24.788
2022-03-02 01:03:00,44219.5,44378.0,44219.5,44325.5,174.951
2022-03-02 01:04:00,44325.5,44345.5,44268.0,44296.0,85.67
2022-03-02 01:05:00,44296.0,44296.0,44255.5,44256.0,24.568
2022-03-02 01:07:00,44282.5,44309.5,44282.5,44302.5,29.244
2022-03-02 01:08:00,44302.5,44330.0,44300.0,44330.0,27.901
2022-03-02 01:09:00,44330.0,44330.0,44290.5,44291.0,28.359
2022-03-02 01:10:00,44291.0,44291.0,44280.0,44280.0,27.741
2022-03-02 01:11:00,44280.0,44280.5,44280.0,44280.5,4.624
2022-03-02 01:12:00,44280.5,44280.5,44218.0,44249.5,34.967
2022-03-02 01:13:00,44249.5,44250.0,44225.0,44225.5,43.154
2022-03-02 01:14:00,44225.5,44230.0,44215.0,44225.5,13.907
2022-03-02 01:15:00,44225.5,44239.5,44173.5,44188.0,50.377
2022-03-02 01:16:00,44188.0,44188.5,44166.5,44166.5,22.091
2022-03-02 01:18:00,44181.5,44182.0,44124.0,44134.5,40.174
2022-03-02 01:19:00,44134.5,44135.0,44107.5,44108.0,41.853
2022-03-02 01:20:00,44108.0,44108.0,44010.0,44010.0,113.638
2022-03-02 01:21:00,44010.0,44010.5,43930.0,43931.0,112.399
2022-03-02 01:22:00,43931.0,43975.0,43800.0,43886.5,418.615
2022-03-02 01:23:00,43886.5,43975.0,43886.0,43944.5,124.814
2022-03-02 01:24:00,43944.5,44034.0,43944.5,43967.0,85.421
2022-03-02 01:25:00,43967.0,43967.0,43886.5,43887.5,66.632
2022-03-02 01:26:00,43887.5,43919.0,43887.5,43910.0,25.397
2022-03-02 01:27:00,43910.0,43910.0,43845.0,43886.0,64.854
2022-03-02 01:29:00,43900.0,43900.0,43851.0,43880.5,123.46
2022-03-02 01:30:00,43880.5,43908.5,43852.0,43852.0,46.486
2022-03-02 01:31:00,43852.0,43900.0,43833.5,43900.0,57.905
2022-03-02 01:32:00,43900.0,43932.0,43899.5,43930.5,81.806
2022-03-02 01:33:00,43930.5,44000.0,43930.0,43992.5,75.058
2022-03-02 01:34:00,43992.5,44010.0,43980.0,44007.5,56.474
2022-03-02 01:35:00,44007.5,44008.0,43987.5,43987.5,17.308
2022-03-02 01:36:00,43987.5,44029.0,43979.0,44025.5,67.283
2022-03-02 01:37:00,44025.5,44025.5,43986.0,43986.5,38.221
2022-03-02 01:38:00,43986.5,43986.5,43953.0,43965.0,27.776
2022-03-02 01:40:00,43900.0,43922.0,43885.5,43885.5,46.348
2022-03-02 01:41:00,43885.5,43886.0,43875.0,43886.0,22.041
2022-03-02 01:42:00,43886.0,43892.0,43850.0,43891.5,69.71
2022-03-02 01:43:00,43891.5,43923.0,43891.5,43900.5,24.565
2022-03-02 01:44:00,43900.5,43900.5,43870.0,43870.5,6.134
2022-03-02 01:45:00,43870.5,43888.5,43810.5,43888.5,53.961
2022-03-02 01:46:00,43888.5,43969.5,43888.5,43966.5,100.141
2022-03-02 01:47:00,43966.5,43966.5,43952.5,43952.5,8.036
2022-03-02 01:48:00,43952.5,43953.0,43928.0,43928.0,18.591
2022-03-02 01:49:00,43928.0,43928.5,43879.5,43902.0,13.414
2022-03-02 01:51:00,43925.0,43958.0,43924.5,43927.0,30.729
2022-03-02 01:52:00,43927.0,43927.0,43900.5,43900.5,17.435
2022-03-02 01:53:00,43900.5,43934.5,43895.0,43934.0,12.573
2022-03-02 01:54:00,43934.0,43950.0,43934.0,43949.5,16.761
2022-03-02 01:55:00,43949.5,43970.0,43949.5,43951.5,31.687
2022-03-02 01:56:00,43951.5,43972.0,43951.0,43972.0,15.391
2022-03-02 01:57:00,43972.0,43989.5,43971.5,43989.5,18.446
2022-03-02 01:58:00,43989.5,44026.5,43989.0,44017.5,50.537
2022-03-02 01:59:00,44017.5,44017.5,44017.0,44017.0,11.021
2022-03-02 02:00:00,44017.0,44017.5,43940.0,43940.0,48.269
2022-03-02 02:02:00,43930.0,43930.0,43856.0,43856.0,62.269
2022-03-02 02:03:00,43856.0,44030.0,43856.0,44029.5,88.546
2022-03-02 02:04:00,44029.5,44065.0,44029.5,44048.5,73.892
2022-03-02 02:05:00,44048.5,44071.0,44048.5,44071.0,40.547
2022-03-02 02:06:00,44071.0,44090.0,44070.5,44074.0,55.078
2022-03-02 02:07:00,44074.0,44074.0,44031.5,44045.5,84.04
2022-03-02 02:08:00,44045.5,44045.5,44033.5,44034.0,12.886
2022-03-02 02:09:00,44034.0,44034.0,44021.0,44021.0,27.215
2022-03-02 02:10:00,44021.0,44059.5,44011.0,44059.5,76.662
2022-03-02 02:11:00,44059.5,44065.0,44059.0,44065.0,12.874
2022-03-02 02:13:00,44076.0,44076.0,44028.0,44028.5,23.456
2022-03-02 02:14:00,44028.5,44050.5,44028.0,44050.5,13.988
2022-03-02 02:15:00,44050.5,44050.5,43985.5,43988.5,21.781
2022-03-02 02:16:00,43988.5,43988.5,43940.0,43940.0,34.186
2022-03-02 02:17:00,43940.0,43940.5,43911.0,43911.0,38.24
2022-03-02 02:18:00,43911.0,43911.5,43902.5,43902.5,45.269
2022-03-02 02:19:00,43902.5,43928.0,43900.0,43920.5,34.016
2022-03-02 02:20:00,43920.5,43928.0,43904.0,43924.0,44.606
2022-03-02 02:21:00,43924.0,43930.0,43924.0,43930.0,21.939
2022-03-02 02:22:00,43930.0,43968.0,43929.5,43945.0,29.667
2022-03-02 02:24:00,43944.5,43973.5,43944.5,43973.5,37.472
2022-03-02 02:25:00,43973.5,43992.5,43970.0,43970.0,41.439
2022-03-02 02:26:00,43970.0,43970.0,43932.0,43951.0,21.597
2022-03-02 02:27:00,43951.0,43985.0,43950.5,43985.0,14.134
2022-03-02 02:28:00,43985.0,44028.0,43985.0,44027.5,39.402
2022-03-02 02:29:00,44027.5,44051.0,44022.0,44022.0,32.435
