,ask_price_0,ask_price_1,ask_price_2,ask_price_3,ask_price_4,ask_price_5,ask_price_6,ask_price_7,ask_price_8,ask_price_9,ask_size_0,ask_size_1,ask_size_2,ask_size_3,ask_size_4,ask_size_5,ask_size_6,ask_size_7,ask_size_8,ask_size_9,bid_price_0,bid_price_1,bid_price_2,bid_price_3,bid_price_4,bid_price_5,bid_price_6,bid_price_7,bid_price_8,bid_price_9,bid_size_0,bid_size_1,bid_size_2,bid_size_3,bid_size_4,bid_size_5,bid_size_6,bid_size_7,bid_size_8,bid_size_9
2022-03-02 00:03:00,44490.89,44504.96,44511.18,44511.19,44512.55,44515.37,44525.84,44526.24,44526.7,44526.71,0.76068457,0.00138779,0.02238125,0.056,0.048,0.00216189,0.0224679,0.02246763,0.01364004,0.36,44470.69,44469.34,44468.35,44468.11,44465.49,44464.61,44464.6,44464.12,44462.03,44462.02,0.01570395,0.04,0.095,0.01532942,0.01303608,0.01,0.08,0.04617782,0.39782779,0.095
2022-03-02 00:09:00,44503.61,44503.62,44504.42,44508.28,44508.29,44516.49,44516.5,44516.51,44518.48,44518.87,0.053,0.00580252,0.03348563,0.0005,0.37147235,0.05005138,0.36408516,0.47665919,0.00186101,0.03444183,44486.78,44486.77,44484.5,44484.49,44482.31,44468.34,44468.33,44467.2,44465.74,44465.71,0.01,0.36301363,0.05179481,0.04,0.38170176,0.01363363,0.36,0.48489798,0.02246897,0.02246902
2022-03-02 00:09:00,44521.58,44524.79,44524.8,44525.18,44525.19,44527.64,44529.09,44529.72,44530.65,44531.36,0.00580252,0.0855263,0.052,0.056,0.00187734,0.095,0.44376466,0.00626714,0.00147214,0.00210659,44499.27,44499.25,44487.2,44487.19,44484.94,44484.93,44481.8,44481.6,44477.9,44474.28,0.38359689,0.03412731,0.0855263,0.03444466,0.15,0.17586627,0.0224611,0.056,0.0469002,0.01363097
2022-03-02 00:09:00,44481.41,44482.72,44484.58,44484.7,44490.59,44490.6,44491.22,44491.62,44493.63,44497.4,0.00499333,0.7486405,0.056,0.03345436,0.0889155,0.02247984,0.50616967,0.47020942,0.00580252,0.03360466,44462.8,44461.36,44460.57,44459.88,44459.58,44459.57,44454.99,44454.98,44454.54,44451.94,0.095,0.0242822,0.01446131,0.095,0.37447947,0.38169189,0.04168257,0.43606654,0.02247888,0.01964934
2022-03-02 00:09:00,44565.46,44565.48,44566.1,44566.11,44566.49,44567.16,44567.17,44571.63,44571.7,44571.82,0.06534006,0.01028944,0.138672,0.095,0.00528904,0.052,0.03306304,0.17580226,0.42887718,0.056,44545.12,44544.27,44542.21,44540.87,44540.64,44538.67,44538.66,44534.68,44531.84,44524.91,0.01831748,0.01593172,0.01998764,0.095,0.00971061,0.04161369,0.75012762,0.056,0.02243985,0.16823868
2022-03-02 00:09:00,44595.92,44600.32,44601.57,44601.58,44601.59,44604.39,44605.45,44605.46,44605.61,44607.53,0.056,0.01438314,0.004,0.04130179,0.01504254,0.052,0.38306115,0.37676842,0.03384407,0.095,44581.37,44581.36,44581.34,44579.58,44574.84,44574.38,44572.39,44571.9,44571.85,44568.12,0.01,0.36959663,0.35657224,0.0004618,0.095,0.02066488,0.00580252,0.4358868,0.03346227,0.43657402
2022-03-02 00:14:00,44577.52,44579.49,44581.44,44581.46,44582.06,44582.07,44582.76,44583.32,44583.5,44584.94,0.01704683,0.01900472,0.03338243,0.01816948,0.004,0.01300199,0.095,0.77036524,0.056,0.02243199,44557.15,44556.72,44556.71,44556.7,44556.44,44554.54,44554.25,44553.8,44547.74,44547.69,0.01149532,0.01,0.3799396,0.095,0.0251149,0.095,0.0067076,0.36897558,0.26864705,0.056
2022-03-02 00:14:00,44552.96,44553.57,44553.58,44553.97,44555.32,44556.62,44556.63,44556.67,44558.15,44559.07,0.0078143,0.056,0.00454013,0.00314467,0.00034531,0.0470683,0.052,0.00308945,0.095,0.00118782,44539.0,44535.27,44529.74,44528.04,44526.54,44525.03,44525.02,44525.0,44524.61,44523.68,0.00019233,0.01106558,0.04,0.04159932,0.052,0.36,0.37141468,0.02244291,0.37347229,0.03419627
2022-03-02 00:14:00,44528.68,44529.97,44531.03,44531.72,44531.93,44531.94,44532.5,44532.76,44534.12,44534.13,0.00085314,0.01393805,0.052,0.01777498,0.004,0.056,0.095,0.01864136,0.02640756,0.57374157,44509.74,44508.33,44508.32,44508.24,44502.54,44501.94,44500.13,44499.72,44499.38,44496.18,0.01290971,0.01,0.095,0.01855707,0.02400995,0.095,0.052,0.02245478,0.02245516,0.056
2022-03-02 00:14:00,44569.14,44571.99,44573.5,44573.51,44573.56,44574.32,44574.87,44575.18,44576.26,44576.29,0.01200314,0.01827965,0.04393243,0.095,0.04760498,0.57171602,0.01371573,0.49135478,0.39995819,0.02243564,44554.4,44549.93,44541.44,44538.47,44538.31,44537.73,44533.08,44532.76,44527.2,44527.19,0.73714421,0.04,0.04115085,0.056,0.0448708,0.03337604,0.05608129,0.00213665,0.0136143,0.054
