,ask_price_0,ask_price_1,ask_price_2,ask_price_3,ask_price_4,ask_price_5,ask_price_6,ask_price_7,ask_price_8,ask_price_9,ask_size_0,ask_size_1,ask_size_2,ask_size_3,ask_size_4,ask_size_5,ask_size_6,ask_size_7,ask_size_8,ask_size_9,bid_price_0,bid_price_1,bid_price_2,bid_price_3,bid_price_4,bid_price_5,bid_price_6,bid_price_7,bid_price_8,bid_price_9,bid_size_0,bid_size_1,bid_size_2,bid_size_3,bid_size_4,bid_size_5,bid_size_6,bid_size_7,bid_size_8,bid_size_9
2022-02-28 00:02:00,37516.61,37516.71,37516.72,37516.76,37524.92,37526.61,37528.44,37528.81,37529.49,37530.65,0.11,0.292,0.052,0.36329005,0.08303191,0.0499552,0.00728249,0.047264,0.36815653,0.046,37499.29,37496.42,37496.01,37489.97,37489.53,37489.52,37489.5,37489.48,37485.52,37485.51,0.047264,0.11,0.04055723,0.00193791,0.07996388,0.389539,0.02794853,0.05528259,0.39713167,0.01334508
2022-02-28 00:02:00,37593.34,37593.35,37593.37,37593.74,37595.09,37595.27,37596.2,37596.21,37596.49,37598.11,0.062,0.24,0.11,0.39595151,0.047264,0.36442367,0.08640938,0.11,0.067,0.00029033,37573.9,37569.58,37569.57,37569.56,37568.28,37565.36,37565.35,37565.34,37564.6,37564.53,0.03910736,0.01,0.0957113,0.047264,0.00638959,0.36513883,0.02849032,0.00190889,0.57311931,0.37961255
2022-02-28 00:02:00,37736.07,37736.08,37739.09,37739.1,37739.11,37742.98,37749.89,37750.46,37752.74,37754.61,0.052,0.11,0.391738,0.08397402,0.11,0.39241184,0.0499552,0.03905788,0.062,0.05534758,37721.15,37719.43,37718.08,37713.64,37713.41,37713.39,37712.47,37712.43,37712.41,37706.05,0.00638959,0.04,0.062,0.08023216,0.39384738,0.047264,0.38706652,0.03656461,0.03937937,0.00217535
2022-02-28 00:02:00,37766.58,37766.95,37768.38,37768.55,37769.59,37773.83,37773.84,37775.74,37775.75,37777.33,0.047264,0.04429839,0.11,0.062,0.01453349,0.07291453,0.0499552,0.24,0.3885496,0.00202001,37747.35,37747.34,37746.18,37744.48,37743.9,37743.89,37742.16,37740.64,37740.01,37740.0,0.197,0.03917261,0.00638959,0.37047467,0.3715959,0.09983377,0.00840944,0.00982888,0.06291453,0.05
2022-02-28 00:02:00,37755.62,37755.63,37757.52,37757.53,37761.12,37766.44,37771.5,37772.6,37772.61,37772.79,0.099264,0.066,0.01,0.37151248,0.0499552,0.0022296,0.00305203,0.24,0.662,0.03880137,37731.76,37731.75,37731.1,37731.09,37726.88,37726.87,37726.86,37726.19,37724.72,37724.34,0.38302139,0.11,0.36394083,0.15,0.05352901,0.05,0.00638959,0.04042619,0.58180753,0.01326044
2022-02-28 00:07:00,37735.88,37735.93,37735.94,37736.31,37736.86,37739.94,37740.45,37742.73,37746.9,37746.91,0.052,0.01,0.38467951,0.036,0.066,0.3942433,0.0499552,0.00388422,0.05722612,0.11916385,37715.05,37714.34,37710.05,37710.03,37710.02,37710.01,37703.64,37702.35,37702.26,37702.17,0.11,0.38586012,0.05696495,0.36422809,0.15,0.04060138,0.066,0.05,0.00219538,0.02765532
2022-02-28 00:07:00,37737.91,37737.92,37738.09,37738.19,37738.2,37740.49,37741.81,37741.82,37742.27,37742.31,0.01,0.24,0.052,0.37992361,0.0499552,0.00638959,0.04748144,0.37248355,0.20760267,0.066,37717.02,37717.01,37716.06,37716.05,37715.55,37715.54,37713.27,37713.14,37711.5,37710.87,0.01,0.2103838,0.39561163,0.047264,0.13219601,0.11,0.04831751,0.11,0.39384446,0.066
2022-02-28 00:07:00,37687.19,37692.79,37693.67,37695.21,37695.51,37697.82,37697.85,37700.63,37700.64,37700.85,0.36552174,0.052,0.39031042,0.0499552,0.04031702,0.00638959,0.00200044,0.04257117,0.01142218,0.20780622,37672.58,37672.55,37672.51,37672.5,37671.86,37671.85,37671.84,37670.13,37670.09,37668.38,0.11,0.2108491,0.062,0.047264,0.01,0.1313674,0.11,0.21133895,0.0096394,0.04
2022-02-28 00:07:00,37700.98,37704.06,37707.12,37709.59,37710.66,37711.94,37711.95,37712.02,37712.04,37712.15,0.37817232,0.052,0.0499552,0.00517453,0.00630787,0.05227518,0.066,0.37634226,0.0193348,0.04051502,37686.02,37684.61,37684.56,37682.21,37680.72,37678.91,37678.9,37677.05,37676.85,37676.36,0.11,0.21126519,0.11,0.04,0.00638959,0.05227518,0.21179673,0.052,0.01,0.21152532
2022-02-28 00:07:00,37750.04,37756.88,37756.97,37756.98,37757.59,37757.8,37759.13,37761.2,37761.21,37764.32,0.3663607,0.24,0.36260112,0.2075043,0.02767266,0.052,0.05534532,0.05193693,0.0499552,0.15,37735.49,37733.68,37733.67,37731.86,37731.8,37731.06,37728.95,37726.8,37725.92,37725.87,0.01549675,0.11,0.0253854,0.26263401,0.01243676,0.01,0.04,0.05193693,0.16022256,0.00638959
2022-02-28 00:12:00,37711.16,37711.96,37714.98,37714.99,37715.0,37716.62,37726.6,37726.61,37726.63,37727.15,0.00462329,0.066,0.01,0.39556561,0.38558626,0.052,0.05761687,0.24,0.664,0.00210281,37694.95,37694.41,37694.4,37694.35,37694.12,37693.83,37693.02,37692.52,37690.15,37690.14,0.0081254,0.01,0.3249334,0.01176145,0.11,0.04,0.00638959,0.052,0.38385378,0.3926506
2022-02-28 00:12:00,37771.5,37772.74,37773.99,37774.22,37774.63,37775.47,37775.74,37775.75,37776.31,37779.71,0.012973,0.11,0.0128066,0.052,0.00074562,0.11,0.37306239,0.38645762,0.0499552,0.03148181,37755.39,37755.38,37754.71,37753.42,37752.6,37752.55,37749.77,37749.25,37749.22,37749.2,0.01,0.39390154,0.3738183,0.04,0.21095587,0.01967745,0.066,0.34438594,0.00264733,0.06
2022-02-28 00:12:00,37756.74,37756.75,37758.64,37759.92,37760.23,37762.94,37762.95,37764.0,37764.02,37764.43,0.01,0.11,0.00076384,0.11,0.066,0.04085699,0.01453035,0.39402546,0.00452513,0.047,37738.59,37738.18,37735.76,37735.12,37734.82,37734.76,37734.75,37734.52,37734.51,37731.44,0.00067451,0.04,0.00638959,0.02420995,0.052,0.01,0.37532217,0.37092667,0.03996148,0.00264825
2022-02-28 00:12:00,37743.68,37743.75,37743.76,37743.77,37746.8,37747.56,37748.21,37750.93,37751.3,37753.15,0.11,0.052,0.38805347,0.36829678,0.2075164,0.00638959,0.0499552,0.066,0.00215789,0.05771518,37724.96,37723.29,37721.41,37720.53,37720.43,37720.42,37720.41,37720.25,37719.91,37719.71,0.02146106,0.11,0.01470882,0.052,0.38165298,0.39669981,0.11,0.01773732,0.066,0.01830373
2022-02-28 00:12:00,37756.2,37756.21,37758.07,37761.09,37765.31,37765.32,37768.63,37768.64,37768.65,37768.87,0.066,0.052,0.37221043,0.00638959,0.04805427,0.03941373,0.24,0.36120584,0.0499552,0.02648259,37742.49,37741.49,37741.48,37741.47,37740.91,37740.85,37736.66,37733.49,37733.48,37733.47,0.01254182,0.01,0.11,0.02070678,0.21121691,0.77134929,0.21107593,0.0026487,0.04629704,0.21098904
2022-02-28 00:18:00,37736.93,37741.88,37742.17,37742.18,37742.19,37742.2,37744.72,37745.48,37745.49,37746.84,0.066,0.052,0.01,0.24,0.7849235,0.05,0.20754855,0.06470246,0.05062677,0.0399109,37722.44,37722.1,37717.2,37716.83,37716.78,37716.77,37713.51,37713.5,37713.45,37713.43,0.01583415,0.04,0.052,0.13166139,0.01,0.21079942,0.00265004,0.13208895,0.78090122,0.05589397
2022-02-28 00:18:00,37664.89,37665.84,37665.85,37671.7,37673.41,37673.42,37673.43,37673.44,37674.66,37674.67,0.11,0.118,0.11,0.0265499,0.24,0.38604316,0.37265627,0.20790267,0.04863449,0.04,37652.19,37650.6,37644.87,37638.6,37638.59,37638.58,37634.72,37632.72,37631.91,37631.73,0.36063656,0.38441155,0.04,0.00265475,0.04863449,0.21138526,0.20791335,0.00208149,0.05,0.0552757
2022-02-28 00:18:00,37641.68,37641.69,37644.98,37646.2,37646.21,37646.27,37646.29,37646.75,37648.24,37648.53,0.01,0.20811002,0.052,0.24,0.36553652,0.36717032,0.02768454,0.0499552,0.05519878,0.02656676,37625.23,37624.49,37624.47,37623.9,37622.27,37622.25,37621.56,37621.51,37620.7,37618.88,0.01376303,0.11,0.0191284,0.02234953,0.052,0.02526987,0.211341,0.74938558,0.04,0.00265708
2022-02-28 00:18:00,37616.92,37616.94,37617.9,37617.91,37617.92,37617.93,37617.94,37618.92,37621.05,37621.52,0.052,0.00441429,0.24,0.01,0.39858464,0.39580451,0.0499552,0.05521381,0.05547853,0.02773927,37598.96,37597.67,37597.61,37597.16,37597.15,37597.13,37596.18,37595.97,37593.58,37593.57,0.01319512,0.11,0.01590186,0.01,0.3932682,0.11,0.01621131,0.04,0.00265908,0.34441567
2022-02-28 00:18:00,37623.94,37625.77,37627.6,37627.99,37628.32,37628.78,37629.13,37629.68,37629.69,37629.73,0.052,0.20821262,0.00276852,0.00071677,0.00105195,0.00075232,0.00329834,0.24,0.39629544,0.36147332,37609.63,37608.25,37608.24,37606.36,37605.95,37605.92,37605.9,37604.74,37603.32,37603.17,0.01760832,0.01,0.11,0.01278108,0.052,0.11,0.01818762,0.01710477,0.01596906,0.00265857
2022-02-28 00:24:00,37635.58,37635.59,37635.83,37635.88,37636.74,37638.3,37638.59,37639.79,37640.45,37641.32,0.066,0.00141753,0.052,0.00131894,0.000447,0.00871903,0.00195551,0.00022007,0.052,0.00500395,37620.37,37620.0,37616.98,37616.97,37616.21,37615.09,37612.3,37612.18,37612.13,37610.97,0.00585803,0.04,0.01,0.11,0.0253268,0.74589067,0.00265692,0.34431604,0.00638959,0.00224448
2022-02-28 00:24:00,37614.79,37614.8,37614.81,37615.57,37616.29,37616.44,37616.62,37617.43,37617.9,37618.82,0.052,0.01,0.11,0.00385405,0.052,0.11,0.00148571,0.24,0.00561865,0.36493425,37598.05,37597.69,37596.85,37595.58,37595.57,37595.52,37595.46,37590.96,37590.89,37588.79,0.01393303,0.01788913,0.00664328,0.01,0.37991202,0.38773843,0.00905753,0.00265877,0.00638959,0.21179689
2022-02-28 00:24:00,37610.69,37611.01,37611.02,37612.77,37613.42,37614.56,37614.57,37614.72,37616.25,37616.84,0.00771857,0.01,0.11,0.00381438,0.01341829,0.24,0.37503625,0.37237021,0.04017926,0.02658895,37590.22,37589.6,37589.59,37589.58,37588.8,37588.75,37588.09,37588.08,37586.93,37586.92,0.01345341,0.01,0.11,0.02404627,0.21114493,0.11,0.00265923,0.02879386,0.04144895,0.2124122
2022-02-28 00:24:00,37581.61,37581.62,37581.89,37581.9,37582.09,37582.42,37582.55,37582.69,37584.08,37584.79,0.066,0.00778497,0.01,0.11,0.00275729,0.052,0.11,0.00434934,0.00259985,0.24,37565.24,37565.23,37554.68,37554.67,37554.62,37554.6,37553.62,37550.46,37548.98,37548.59,0.01,0.36998594,0.00266056,0.21165516,0.39583632,0.04640265,0.0406005,0.0499552,0.15,0.00218255
2022-02-28 00:24:00,37582.18,37582.19,37582.69,37583.43,37584.0,37584.88,37585.17,37585.5,37585.57,37585.58,0.066,0.00024709,0.00037011,0.00053353,0.00143205,0.00104317,0.00423328,0.00132695,0.01,0.052,37564.98,37564.45,37564.16,37563.69,37562.9,37561.55,37561.04,37559.65,37557.41,37555.16,0.01353237,0.11,0.01755999,0.01678829,0.11,0.01219981,0.75532375,0.04074404,0.00266073,0.00202596
2022-02-28 00:28:00,37628.36,37628.37,37632.43,37633.48,37633.49,37634.37,37634.58,37635.76,37638.07,37638.3,0.25,0.78874886,0.02657683,0.05547853,0.02773927,0.066,0.20821432,0.02657456,0.0138709,0.0499552,37613.18,37612.07,37610.53,37609.9,37608.09,37608.04,37608.03,37608.02,37606.03,37603.58,0.01438665,0.11,0.01978076,0.11,0.21139629,0.36503814,0.36273771,0.02296179,0.21228475,0.00265828
2022-02-28 00:28:00,37620.79,37620.8,37621.52,37621.53,37621.54,37621.93,37622.12,37623.37,37623.83,37624.51,0.066,0.00226127,0.0035,0.37127655,0.00383329,0.11,0.00089749,0.00054244,0.00055595,0.02658371,37604.43,37603.84,37603.83,37603.82,37601.98,37601.92,37595.09,37595.08,37595.03,37594.62,0.02295697,0.01,0.11,0.37939657,0.37794787,0.01796979,0.00265843,0.3426331,0.05205069,0.15
2022-02-28 00:28:00,37594.8,37595.54,37595.64,37598.14,37598.15,37598.16,37598.18,37600.22,37601.44,37602.07,0.00315031,0.052,0.04,0.24,0.74262198,0.01,0.066,0.02659991,0.03718634,0.00252425,37580.1,37578.91,37578.9,37578.26,37576.58,37576.53,37576.1,37575.02,37574.97,37569.93,0.01431815,0.01,0.11,0.37568977,0.13277144,0.01221724,0.38476902,0.2113586,0.04079455,0.00266024
2022-02-28 00:28:00,37544.38,37544.41,37544.42,37545.45,37545.94,37545.95,37546.36,37546.37,37547.61,37549.77,0.11,0.01,0.15,0.0035462,0.37849823,0.066,0.00638959,0.0499552,0.00107907,0.39836225,37526.73,37525.3,37523.43,37522.53,37522.44,37520.57,37519.12,37519.11,37519.06,37517.77,0.01355245,0.11,0.02443447,0.052,0.11,0.0196931,0.00266491,0.21163816,0.01555402,0.0481293
2022-02-28 00:28:00,37463.03,37463.69,37463.7,37463.72,37464.71,37464.78,37465.88,37467.3,37469.26,37470.66,0.02356692,0.01,0.11,0.06821827,0.11,0.02287312,0.01569879,0.066,0.00638959,0.05026758,37445.35,37444.68,37444.67,37443.97,37443.05,37440.42,37439.2,37439.19,37437.89,37436.52,0.052,0.006,0.11,0.21314485,0.04,0.00961689,0.9267954,0.0499552,0.00212865,0.00266841
2022-02-28 00:35:00,37527.74,37530.61,37537.91,37541.38,37541.39,37541.4,37542.25,37542.26,37543.37,37546.73,0.74784391,0.066,0.07259144,0.24,0.15,0.43969057,0.02664237,0.02664236,0.0395071,0.01378581,37512.88,37511.99,37511.89,37510.86,37510.85,37510.42,37510.37,37508.76,37508.45,37508.39,0.01889132,0.11,0.01471237,0.13249174,0.11,0.2128043,0.01920111,0.00982878,0.21230063,0.36678351
2022-02-28 00:35:00,37574.37,37575.39,37575.4,37575.41,37576.2,37578.63,37581.1,37585.09,37585.1,37585.11,0.02129954,0.24,0.76732326,0.11,0.02205713,0.01874303,0.36,0.05080439,0.15,0.02669102,37559.65,37558.25,37557.55,37557.54,37557.49,37557.48,37555.25,37554.39,37552.62,37549.46,0.00030285,0.00638959,0.006,0.2118255,0.78119713,0.03998112,0.01480668,0.066,0.052,0.00192856
2022-02-28 00:35:00,37549.18,37551.65,37552.16,37560.18,37562.84,37562.85,37564.08,37564.12,37565.32,37565.64,0.066,0.3995086,0.37274181,0.02679224,0.05992627,0.24,0.02662456,0.02662453,0.15,0.0499552,37538.44,37537.82,37537.15,37534.39,37533.95,37533.9,37533.14,37531.26,37530.19,37529.78,0.00404672,0.11,0.3225658,0.01227947,0.21271732,0.01857204,0.3913994,0.00116875,0.00302169,0.00266317
2022-02-28 00:35:00,37561.75,37562.78,37562.79,37562.86,37562.89,37563.31,37567.3,37569.92,37571.35,37571.99,0.01541807,0.01,0.24,0.11,0.01875541,0.7728878,0.00638959,0.0399998,0.066,0.0266187,37544.87,37544.43,37544.31,37543.53,37543.48,37540.87,37538.96,37538.64,37537.28,37537.27,0.00502771,0.11,0.38034119,0.3441677,0.36865755,0.01622684,0.066,0.51044946,0.00266258,0.04583119
2022-02-28 00:35:00,37538.67,37540.19,37542.74,37542.76,37543.72,37544.38,37545.88,37545.89,37547.61,37547.62,0.01763725,0.0766532,0.24,0.75956822,0.01846005,0.066,0.0266376,0.0266376,0.04027741,0.50445146,37525.17,37524.86,37522.89,37522.42,37522.37,37522.3,37522.1,37513.89,37513.88,37513.87,0.34411438,0.11,0.00271388,0.2116228,0.36068662,0.38213719,0.03916466,0.00266385,0.03628761,0.066
2022-02-28 00:40:00,37544.33,37546.2,37546.82,37548.03,37548.7,37549.64,37549.67,37551.15,37551.56,37551.63,0.11,0.01841373,0.11,0.03189662,0.05820395,0.24,0.039,0.36884691,0.36986262,0.066,37531.48,37530.47,37525.33,37525.28,37524.88,37524.87,37524.81,37522.1,37518.85,37518.84,0.00042709,0.37457752,0.21209376,0.04,0.13247207,0.39566201,0.03775319,0.03916466,0.00266341,0.05244902
2022-02-28 00:40:00,37559.55,37561.89,37561.9,37564.57,37567.67,37569.06,37569.07,37569.09,37570.39,37572.02,0.052,0.052,0.066,0.052,0.06,0.24,0.73819353,0.02662228,0.02662134,0.04535655,37546.43,37544.96,37544.91,37543.37,37543.26,37542.3,37541.75,37541.7,37540.83,37539.69,0.01435824,0.21260879,0.01219556,0.11,0.00061325,0.00354346,0.21198209,0.36564372,0.03903913,0.36791751
2022-02-28 00:40:00,37603.59,37605.03,37605.07,37605.57,37605.58,37606.9,37608.49,37609.48,37615.08,37615.09,0.11,0.01447179,0.052,0.01,0.11,0.02194359,0.02131526,0.01519247,0.05313951,0.24,37589.79,37588.36,37583.19,37583.14,37581.64,37580.74,37578.82,37578.81,37578.8,37578.78,0.066,0.04005083,0.04,0.00638959,0.74135028,0.00187285,0.00265889,0.05313951,0.03683189,0.0395707
2022-02-28 00:40:00,37652.76,37653.12,37653.13,37653.14,37653.42,37653.43,37657.35,37657.36,37658.16,37660.87,0.01010598,0.066,0.0001694,0.0005652,0.01,0.0499552,0.37800645,0.052,0.00186107,0.04736512,37638.22,37632.69,37632.63,37632.58,37632.12,37628.43,37628.38,37625.8,37625.79,37625.78,0.11,0.00466242,0.21104871,0.04,0.052,0.13270691,0.72452718,0.00265589,0.03572604,0.05063676
2022-02-28 00:40:00,37643.83,37645.49,37646.85,37646.86,37647.16,37648.16,37648.18,37649.28,37651.2,37651.42,0.00220492,0.01861912,0.066,0.01476221,0.0105373,0.052,0.01103472,0.37319276,0.01200916,0.00207607,37634.34,37629.8,37629.75,37629.49,37628.43,37628.41,37627.64,37624.34,37624.33,37622.4,0.04,0.21183024,0.11,0.0204832,0.39564355,0.37153599,0.04034181,0.00265558,0.04437452,0.06934389
