,open,high,low,close,volume
2022-03-02 23:55:00,43913.39,43913.39,43882.44,43882.44,0.24255903
2022-03-02 23:55:00,43913.39,43913.39,43882.44,43882.44,0.24255903
2022-03-02 23:55:00,43913.39,43913.39,43882.44,43882.44,0.24255903
2022-03-03,43887.95,43887.95,43846.15,43846.15,0.23068906
2022-03-03,43887.95,43887.95,43846.15,43846.15,0.23068906
2022-03-03,43887.95,43887.95,43846.15,43846.15,0.23068906
2022-03-03,43887.95,43887.95,43846.15,43846.15,0.23068906
2022-03-03,43887.95,43887.95,43846.15,43846.15,0.23068906
2022-03-03 00:06:00,43815.54,43818.4,43804.59,43804.59,0.25618552
2022-03-03 00:06:00,43815.54,43818.4,43804.59,43804.59,0.25618552
2022-03-03 00:06:00,43815.54,43818.4,43804.59,43804.59,0.25618552
2022-03-03 00:06:00,43815.54,43818.4,43804.59,43804.59,0.25618552
2022-03-03 00:10:00,43736.64,43736.64,43736.64,43736.64,0.017
2022-03-03 00:10:00,43736.64,43736.64,43736.64,43736.64,0.017
2022-03-03 00:10:00,43736.64,43736.64,43736.64,43736.64,0.017
2022-03-03 00:10:00,43736.64,43736.64,43736.64,43736.64,0.017
2022-03-03 00:10:00,43736.64,43736.64,43736.64,43736.64,0.017
2022-03-03 00:16:00,43770.22,43770.22,43770.22,43770.22,0.21289451
2022-03-03 00:16:00,43770.22,43770.22,43770.22,43770.22,0.21289451
2022-03-03 00:16:00,43770.22,43770.22,43770.22,43770.22,0.21289451
2022-03-03 00:16:00,43770.22,43770.22,43770.22,43770.22,0.21289451
2022-03-03 00:21:00,43830.39,43830.4,43820.64,43824.8,0.1298288
2022-03-03 00:21:00,43830.39,43830.4,43820.64,43824.8,0.1298288
2022-03-03 00:21:00,43830.39,43830.4,43820.64,43824.8,0.1298288
2022-03-03 00:21:00,43830.39,43830.4,43820.64,43824.8,0.1298288
2022-03-03 00:21:00,43830.39,43830.4,43820.64,43824.8,0.1298288
2022-03-03 00:26:00,43809.57,43859.53,43809.57,43859.53,0.48253674
2022-03-03 00:26:00,43809.57,43859.53,43809.57,43859.53,0.48253674
2022-03-03 00:26:00,43809.57,43859.53,43809.57,43859.53,0.48253674
2022-03-03 00:26:00,43809.57,43859.53,43809.57,43859.53,0.48253674
2022-03-03 00:30:00,43915.05,43915.05,43915.05,43915.05,0.00933641
2022-03-03 00:30:00,43915.05,43915.05,43915.05,43915.05,0.00933641
2022-03-03 00:30:00,43915.05,43915.05,43915.05,43915.05,0.00933641
2022-03-03 00:30:00,43915.05,43915.05,43915.05,43915.05,0.00933641
2022-03-03 00:30:00,43915.05,43915.05,43915.05,43915.05,0.00933641
2022-03-03 00:34:00,43960.58,43960.58,43960.58,43960.58,0.05699374
2022-03-03 00:34:00,43960.58,43960.58,43960.58,43960.58,0.05699374
2022-03-03 00:34:00,43960.58,43960.58,43960.58,43960.58,0.05699374
2022-03-03 00:34:00,43960.58,43960.58,43960.58,43960.58,0.05699374
2022-03-03 00:34:00,43960.58,43960.58,43960.58,43960.58,0.05699374
